Wall time,Step,Value
1658844933.6203032,299,36.0
1658845169.5771124,799,36.0
1658845245.1691847,949,36.0
1658845391.0979574,1249,36.0
1658845680.945368,1849,36.0
1658845771.1382647,2049,36.0
1658845823.623252,2149,36.0
1658845869.2793772,2249,36.0
1658845891.865167,2299,36.0
1658845944.214004,2399,36.0
1658846087.5975695,2699,36.0
1658846110.533473,2749,36.0
1658846133.419517,2799,36.0
1658846156.3159597,2849,36.0
1658846376.0276277,3299,36.0
1658846520.2003083,3599,36.0
1658846543.281828,3649,36.0
1658846566.3899786,3699,36.0
1658846589.3071277,3749,36.0
1658846710.698808,3999,36.0
1658846907.559784,4399,36.0
1658847075.260173,4749,36.0
1658847265.9410923,5149,36.0
1658847342.0205984,5299,36.0
1658847364.8762825,5349,36.0
1658847532.1265323,5699,36.0
1658847653.5205562,5949,36.0
1658847843.8785594,6349,36.0
1658847920.6902666,6499,36.0
1658847943.6802077,6549,36.0
1658848157.0851066,6999,36.0
1658848209.7709868,7099,36.0
1658848232.5549576,7149,36.0
1658848422.511053,7549,36.0
1658848544.2297401,7799,36.0
1658848589.7473214,7899,36.0
1658848619.7711172,7949,36.0
1658848712.083015,8149,36.0
1658848834.1664474,8399,36.0
1658848857.137696,8449,36.0
1658848932.4809546,8599,36.0
1658849076.8429544,8899,36.0
1658849099.776096,8949,36.0
1658849221.9745526,9199,36.0
1658849267.7002506,9299,36.0
1658849290.6114728,9349,36.0
1658849389.3666317,9549,36.0
1658849412.303028,9599,36.0
1658849579.7467623,9949,36.0
1658849779.5760975,10349,36.0
1658849802.242994,10399,36.0
1658849824.9913542,10449,36.0
1658849924.1993954,10649,36.0
1658850190.7589607,11199,36.0
1658850334.094471,11499,36.0
1658850455.5158346,11749,36.0
1658850524.528169,11899,36.0
1658850813.4146838,12499,36.0
1658850957.3329916,12799,36.0
1658851079.1393626,13049,36.0
1658851102.059767,13099,36.0
1658851154.8598971,13199,36.0
1658851246.8087432,13399,36.0
1658851345.6307325,13599,36.0
1658851391.781754,13699,36.0
1658851513.5890427,13949,36.0
1658851848.2970762,14649,36.0
1658851971.5714257,14899,36.0
1658852001.469623,14949,36.0
1658852093.1364992,15149,36.0
1658852116.2802997,15199,36.0
1658852214.708227,15399,36.0
1658852237.6362696,15449,36.0
1658852290.461956,15549,36.0
1658852481.6895099,15949,36.0
1658852504.6262517,15999,36.0
1658852651.4364147,16299,36.0
1658852674.2802184,16349,36.0
1658852696.6209977,16399,36.0
1658852773.3781269,16549,36.0
1658852993.708389,16999,36.0
1658853184.6973374,17399,36.0
1658853571.6680994,18199,36.0
1658853662.832497,18399,36.0
1658853806.8197734,18699,36.0
1658853903.8573692,18899,36.0
1658853948.6656227,18999,36.0
1658854123.0147889,19349,36.0
1658854237.8838034,19599,36.0
1658854267.9298885,19649,36.0
1658854648.824292,20449,36.0
1658854967.9556031,21099,36.0
1658854991.032938,21149,36.0
1658855036.9047241,21249,36.0
1658855181.4893646,21549,36.0
1658855403.5791574,21999,36.0
1658855449.44251,22099,36.0
1658855472.3910413,22149,36.0
1658855548.338152,22299,36.0
1658855692.8936584,22599,36.0
1658855906.198214,23049,36.0
1658855981.974758,23199,36.0
1658856005.010595,23249,36.0
1658856218.4736078,23699,36.0
1658856248.498618,23749,36.0
1658856583.8004813,24449,36.0
1658856606.6819959,24499,36.0
1658856652.236352,24599,36.0
1658856705.201186,24699,36.0
1658857039.0366175,25399,36.0
1658857160.3821912,25649,36.0
1658857206.239094,25749,36.0
1658857281.9059532,25899,36.0
1658857472.8566735,26299,36.0
1658857616.7790964,26599,36.0
1658857669.397512,26699,36.0
1658857737.3288126,26849,36.0
1658857882.457428,27149,36.0
1658858003.6112401,27399,36.0
1658858026.606644,27449,36.0
1658858246.7787197,27899,36.0
1658858292.195702,27999,36.0
1658858389.8996007,28199,36.0
1658858412.7695236,28249,36.0
1658858533.9934297,28499,36.0
1658858624.4079888,28699,36.0
1658858655.1929715,28749,36.0
1658858768.795241,28999,36.0
1658858822.9623227,29099,35.0
1658858845.608271,29149,35.0
1658858890.8364885,29249,35.0
1658858945.0217128,29349,35.0
1658858967.6259267,29399,35.0
1658859088.775981,29649,35.0
1658859111.558819,29699,35.0
1658859278.9681659,30049,35.0
1658859324.7357059,30149,35.0
1658859468.7505584,30449,35.0
1658859522.1414645,30549,35.0
1658859643.821034,30799,35.0
1658859758.387894,31049,35.0
1658859811.782313,31149,35.0
1658860101.5492826,31749,35.0
1658860269.0252993,32099,35.0
1658860291.8774314,32149,35.0
1658860344.7257051,32249,35.0
1658860367.6389172,32299,35.0
1658860390.6155775,32349,35.0
1658860413.652434,32399,35.0
1658860459.3409736,32499,35.0
1658860535.3115537,32649,35.0
1658860633.8979568,32849,35.0
1658860748.407765,33099,35.0
1658860824.607394,33249,35.0
1658860923.2684522,33449,35.0
1658860992.0897818,33599,35.0
1658861015.007176,33649,35.0
1658861067.765408,33749,35.0
1658861090.7638042,33799,35.0
1658861159.6570742,33949,35.0
1658861189.677572,33999,35.0
1658861257.9014173,34149,35.0
1658861280.4624982,34199,35.0
1658861400.7380257,34449,35.0
1658861423.4079547,34499,35.0
1658861589.2237577,34849,35.0
1658861666.2962456,34999,35.0
1658861763.7107835,35199,35.0
1658861831.3749597,35349,35.0
1658861876.3261254,35449,35.0
1658861929.3733826,35549,35.0
1658862027.7628908,35749,35.0
1658862119.2881122,35949,35.0
1658862194.9301386,36099,35.0
1658862217.9214642,36149,35.0
1658862240.9089696,36199,35.0
1658862263.8977435,36249,35.0
1658862408.360282,36549,35.0
1658862554.755667,36849,35.0
1658862607.614146,36949,35.0
1658862630.483547,36999,35.0
1658862722.0408978,37199,35.0
1658862821.3607962,37399,35.0
1658862897.2616386,37549,35.0
1658862920.3747315,37599,35.0
1658862943.2890184,37649,35.0
1658862989.1360326,37749,35.0
1658863042.0641828,37849,35.0
1658863255.5988863,38299,35.0
1658863278.487296,38349,35.0
1658863354.207106,38499,35.0
1658863377.1661406,38549,35.0
1658863400.495252,38599,35.0
1658863453.531644,38699,35.0
1658863476.6104658,38749,35.0
1658863621.8895135,39049,35.0
1658863713.664885,39249,35.0
1658863743.6703722,39299,35.0
1658863790.0707,39399,35.0
1658863835.8830285,39499,35.0
1658863911.6853387,39649,35.0
1658863934.5797155,39699,35.0
1658863957.4822657,39749,35.0
1658863980.3477075,39799,35.0
1658864056.2326257,39949,35.0
1658864154.8006656,40149,35.0
1658864223.3746076,40299,35.0
1658864269.2554193,40399,35.0
1658864299.5337307,40449,35.0
1658864322.1912105,40499,35.0
1658864467.10278,40799,35.0
1658864489.9587276,40849,35.0
1658864611.4390948,41099,35.0
1658864703.137467,41299,35.0
1658864779.225809,41449,35.0
1658864877.813741,41649,35.0
1658864969.700842,41849,35.0
1658865022.6960711,41949,35.0
1658865144.307297,42199,35.0
1658865213.0472853,42349,35.0
1658865722.103914,43399,35.0
1658865767.2283232,43499,35.0
1658865789.7037253,43549,35.0
1658865888.7145848,43749,35.0
1658865933.9156778,43849,35.0
1658866034.5685139,44049,35.0
1658866080.642306,44149,35.0
1658866133.3501089,44249,35.0
1658866202.2803338,44399,35.0
1658866278.1918087,44549,35.0
1658866422.813344,44849,35.0
1658866514.5704508,45049,35.0
1658866681.679042,45399,35.0
1658866711.8461475,45449,35.0
1658866734.63267,45499,35.0
1658866757.5061135,45549,35.0
1658866879.145131,45799,35.0
1658866924.9048102,45899,35.0
1658867000.635288,46049,35.0
1658867023.4802272,46099,35.0
1658867046.4823065,46149,35.0
1658867069.38334,46199,35.0
1658867267.397985,46599,35.0
1658867290.2228618,46649,35.0
1658867359.032067,46799,35.0
1658867526.4874237,47149,35.0
1658867602.385873,47299,35.0
1658867815.4395418,47749,35.0
1658867868.4062088,47849,35.0
1658867891.2785144,47899,35.0
1658867914.3252823,47949,35.0
1658867989.8025126,48099,35.0
1658868012.6599011,48149,35.0
1658868111.666076,48349,35.0
1658868226.1160312,48599,35.0
1658868255.931934,48649,35.0
1658868347.1433702,48849,35.0
1658868369.978123,48899,35.0
1658868399.9295297,48949,35.0
1658868422.7429814,48999,35.0
1658868491.4474652,49149,35.0
1658868514.2484035,49199,35.0
1658868544.2363944,49249,35.0
1658868612.800565,49399,35.0
1658868635.7142432,49449,35.0
1658868832.79628,49849,35.0
1658868924.4601145,50049,35.0
1658868976.9987373,50149,35.0
1658869022.8173032,50249,35.0
1658869045.648424,50299,35.0
1658869212.790373,50649,35.0
1658869242.6180682,50699,35.0
1658869265.5765626,50749,35.0
1658869334.2269998,50899,35.0
1658869530.8988938,51299,35.0
1658869575.8095741,51399,35.0
1658869673.412375,51599,35.0
1658869696.2928445,51649,35.0
1658869765.041459,51799,35.0
1658869817.8295674,51899,35.0
1658869984.93285,52249,35.0
1658870247.9385054,52799,35.0
1658870293.7277815,52899,35.0
1658870440.0215354,53199,35.0
1658870462.9629648,53249,35.0
1658870515.568205,53349,35.0
1658870561.4996974,53449,35.0
1658870660.3626623,53649,35.0
1658870751.8187284,53849,35.0
1658870804.625891,53949,35.0
1658870919.1044865,54199,35.0
1658870949.0004694,54249,35.0
1658870971.917596,54299,35.0
1658871162.105429,54699,35.0
1658871306.2424464,54999,35.0
1658871404.674212,55199,35.0
1658871427.576633,55249,35.0
1658871450.5067866,55299,35.0
1658871671.014664,55749,35.0
1658871716.567541,55849,35.0
1658871792.1027327,55999,35.0
1658871936.7216525,56299,35.0
1658871959.6477602,56349,35.0
1658872126.610738,56699,35.0
1658872172.38925,56799,35.0
1658872658.9767637,57799,35.0
1658872681.9672177,57849,35.0
1658872704.9529483,57899,35.0
1658872780.9369085,58049,35.0
1658872803.875526,58099,35.0
1658872826.809161,58149,35.0
1658873260.8100047,59049,34.0
1658873335.713936,59199,34.0
1658873380.9575536,59299,34.0
1658873547.2177048,59649,34.0
1658873570.1554115,59699,34.0
1658873668.7653491,59899,34.0
1658873714.6102476,59999,34.0
1658873767.7117727,60099,34.0
1658873882.1950946,60349,34.0
1658873935.1605635,60449,34.0
1658873980.9708214,60549,34.0
1658874079.781888,60749,34.0
1658874323.473778,61249,34.0
1658874511.55198,61649,34.0
1658874534.1458485,61699,34.0
1658874556.7718985,61749,34.0
1658874609.7475998,61849,34.0
1658874678.743473,61999,34.0
1658874754.5273776,62149,34.0
1658874800.7893898,62249,34.0
1658874869.305937,62399,34.0
1658875013.7059386,62699,34.0
1658875067.0758626,62799,34.0
1658875112.9670396,62899,34.0
1658875136.004169,62949,34.0
1658875211.850616,63099,34.0
1658875257.9305835,63199,34.0
1658875333.7464151,63349,34.0
1658875523.4054313,63749,34.0
1658875690.8847392,64099,34.0
1658875835.85408,64399,34.0
1658875934.525567,64599,34.0
1658875957.3871176,64649,34.0
1658875979.9443417,64699,34.0
1658876002.283624,64749,34.0
1658876152.759856,65049,34.0
1658876220.4497182,65199,34.0
1658876386.924551,65549,34.0
1658876440.1100037,65649,34.0
1658876509.1624675,65799,34.0
1658876532.116927,65849,34.0
1658876609.068309,65999,34.0
1658876752.879938,66299,34.0
1658876798.7508805,66399,34.0
1658876874.3393302,66549,34.0
1658876943.2584655,66699,34.0
1658876966.2326431,66749,34.0
1658876988.7996862,66799,34.0
1658877019.1313887,66849,34.0
1658877041.9179614,66899,34.0
1658877185.5503128,67199,34.0
1658877472.7218432,67799,34.0
1658877617.661714,68099,34.0
1658877739.2918403,68349,34.0
1658877830.500465,68549,34.0
1658878005.6321528,68899,34.0
1658878051.5280328,68999,34.0
1658878173.2559242,69249,34.0
1658878196.178044,69299,34.0
1658878272.1086397,69449,34.0
1658878295.0001817,69499,34.0
1658878341.135044,69599,34.0
1658878364.2053518,69649,34.0
1658878440.084562,69799,34.0
1658878851.9451199,70649,34.0
1658878874.564017,70699,34.0
1658878897.277082,70749,34.0
1658879017.9233909,70999,34.0
