Wall time,Step,Value
1658232151.6635013,949,6.600000119760807e-07
1658232727.8641536,2149,6.600000119760807e-07
1658232795.9278336,2299,6.600000119760807e-07
1658233061.5835786,2849,6.600000119760807e-07
1658233425.2769413,3599,6.600000119760807e-07
1658233979.4512403,4749,6.600000119760807e-07
1658235448.427193,7799,6.600000119760807e-07
1658235524.4086215,7949,6.600000119760807e-07
1658235736.3981712,8399,6.600000119760807e-07
1658237228.4332616,11499,6.600000119760807e-07
1658237349.8519547,11749,6.600000119760807e-07
1658237851.8677554,12799,6.600000119760807e-07
1658238140.4871657,13399,6.600000119760807e-07
1658238283.8179448,13699,6.600000119760807e-07
1658239126.3449352,15449,6.600000119760807e-07
1658239179.2247994,15549,6.600000119760807e-07
1658239368.393063,15949,6.600000119760807e-07
1658240065.709332,17399,6.600000119760807e-07
1658240540.9944901,18399,6.600000119760807e-07
1658241844.0656028,21099,6.600000119760807e-07
1658242346.065403,22149,6.600000119760807e-07
1658242778.084507,23049,6.600000119760807e-07
1658243120.1617396,23749,6.600000119760807e-07
1658244602.852521,26849,6.600000119760807e-07
1658245255.3101454,28199,6.600000119760807e-07
1658245633.5102077,28999,6.600000119760807e-07
1658245809.2246337,29349,6.600000119760807e-07
1658245831.9583814,29399,6.600000119760807e-07
1658246618.2292407,31049,6.600000119760807e-07
1658246959.6289945,31749,6.600000119760807e-07
1658247270.4785056,32399,6.600000119760807e-07
1658247602.9841948,33099,6.600000119760807e-07
1658247845.554078,33599,6.600000119760807e-07
1658248881.5285616,35749,6.600000119760807e-07
1658249071.121089,36149,6.600000119760807e-07
1658249260.8566318,36549,6.600000119760807e-07
1658250102.1169558,38299,6.600000119760807e-07
1658250200.223483,38499,6.600000119760807e-07
1658250245.5458436,38599,6.600000119760807e-07
1658250585.955503,39299,6.600000119760807e-07
1658250631.6505885,39399,6.600000119760807e-07
1658250797.749215,39749,6.600000119760807e-07
1658250993.8824086,40149,6.600000119760807e-07
1658251137.3957682,40449,6.600000119760807e-07
1658251802.1772952,41849,6.600000119760807e-07
1658254417.129017,47299,6.600000119760807e-07
1658254825.2525084,48149,6.600000119760807e-07
1658255037.0480323,48599,6.600000119760807e-07
1658255066.9100335,48649,6.600000119760807e-07
1658255210.2935305,48949,6.600000119760807e-07
1658255353.755096,49249,6.600000119760807e-07
1658255784.4907253,50149,6.600000119760807e-07
1658255852.8064237,50299,6.600000119760807e-07
1658256072.387637,50749,6.600000119760807e-07
1658257244.8146904,53199,6.600000119760807e-07
1658257320.6122289,53349,6.600000119760807e-07
1658257464.623731,53649,6.600000119760807e-07
1658257608.189691,53949,6.600000119760807e-07
1658257963.0878797,54699,6.600000119760807e-07
1658258106.3834739,54999,6.600000119760807e-07
1658258226.7833846,55249,6.600000119760807e-07
1658259474.5919106,57849,6.600000119760807e-07
1658259595.390153,58099,6.600000119760807e-07
1658259618.2822034,58149,6.600000119760807e-07
1658260050.5281653,59049,6.600000119760807e-07
1658260360.9122303,59699,6.600000119760807e-07
1658261585.3635588,62249,6.600000119760807e-07
1658261994.2395525,63099,6.600000119760807e-07
1658263307.9057775,65849,6.600000119760807e-07
1658263384.9991271,65999,6.600000119760807e-07
1658263717.4723141,66699,6.600000119760807e-07
1658263815.4590874,66899,6.600000119760807e-07
1658264964.1172802,69299,6.600000119760807e-07
1658265130.6241653,69649,6.600000119760807e-07
1658265659.4636056,70749,6.600000119760807e-07
1658265947.154847,71349,6.600000119760807e-07
1658266189.3054402,71849,6.600000119760807e-07
1658266908.9816453,73349,6.600000119760807e-07
1658267173.387592,73899,6.600000119760807e-07
1658267362.5258813,74299,6.600000119760807e-07
1658267505.9385173,74599,6.600000119760807e-07
1658268277.4495986,76199,6.600000119760807e-07
1658268971.4352262,77649,6.600000119760807e-07
1658269349.2849634,78449,6.600000119760807e-07
1658269734.2195184,79249,6.600000119760807e-07
1658269832.3119626,79449,6.600000119760807e-07
1658270240.3005714,80299,6.600000119760807e-07
1658271080.0791872,82049,6.600000119760807e-07
1658272086.1205606,84149,6.600000119760807e-07
1658272298.2235136,84599,6.600000119760807e-07
1658272562.3663301,85149,6.600000119760807e-07
1658272729.0693917,85499,6.600000119760807e-07
1658272947.7519834,85949,6.600000119760807e-07
1658273281.0388281,86649,6.600000119760807e-07
1658273334.0728357,86749,6.600000119760807e-07
1658273402.4543552,86899,6.600000119760807e-07
1658274462.832978,89099,6.600000119760807e-07
1658275536.5350504,91349,6.600000119760807e-07
1658275967.0777695,92249,6.600000119760807e-07
1658276186.3304746,92699,6.600000119760807e-07
1658276495.8590782,93349,6.600000119760807e-07
1658276571.166633,93499,6.600000119760807e-07
1658276760.2435172,93899,6.600000119760807e-07
1658277722.3203833,95899,6.600000119760807e-07
1658278130.6797504,96749,6.600000119760807e-07
1658278364.7332375,97249,6.600000119760807e-07
1658278440.2483397,97399,6.600000119760807e-07
1658278915.8048923,98399,6.600000119760807e-07
1658279731.0497973,100099,6.600000119760807e-07
1658280017.2955444,100699,6.600000119760807e-07
1658280569.0881643,101849,6.600000119760807e-07
1658281455.1563275,103699,6.600000119760807e-07
1658281530.7769105,103849,6.600000119760807e-07
1658281553.5844758,103899,6.600000119760807e-07
1658281742.3240957,104299,6.600000119760807e-07
1658281840.705533,104499,6.600000119760807e-07
1658282007.0246615,104849,6.600000119760807e-07
1658283276.5329196,107499,6.600000119760807e-07
1658283450.0043097,107849,6.600000119760807e-07
1658283662.0213256,108299,6.600000119760807e-07
1658284191.423519,109399,6.600000119760807e-07
1658284289.9579265,109599,6.600000119760807e-07
1658284480.805417,109999,6.600000119760807e-07
1658284670.3965216,110399,6.600000119760807e-07
1658284768.971003,110599,6.600000119760807e-07
1658285245.7931142,111599,6.600000119760807e-07
1658285366.2028246,111849,6.600000119760807e-07
1658285388.8896978,111899,6.600000119760807e-07
1658285509.6170585,112149,6.600000119760807e-07
1658285872.7788208,112899,6.600000119760807e-07
1658285993.7285538,113149,6.600000119760807e-07
1658286448.1101139,114099,6.600000119760807e-07
1658286832.5730965,114899,6.600000119760807e-07
1658287067.167729,115399,6.600000119760807e-07
1658287355.1675413,115999,6.600000119760807e-07
1658287985.8902497,117299,6.600000119760807e-07
1658288198.161247,117749,6.600000119760807e-07
1658289037.6944187,119499,6.600000119760807e-07
1658289067.4287415,119549,6.600000119760807e-07
1658289113.0210474,119649,6.600000119760807e-07
1658290163.816944,121849,6.600000119760807e-07
1658290360.085454,122249,6.600000119760807e-07
1658290571.6564496,122699,6.600000119760807e-07
1658290624.4318795,122799,6.600000119760807e-07
1658290737.418709,123049,6.600000119760807e-07
1658291342.757557,124299,6.600000119760807e-07
1658291365.4630487,124349,6.600000119760807e-07
1658291608.300661,124849,6.600000119760807e-07
1658291653.8342884,124949,6.600000119760807e-07
1658291774.6205256,125199,6.600000119760807e-07
1658292107.907635,125899,6.600000119760807e-07
1658292251.8446393,126199,6.600000119760807e-07
1658292470.6188533,126649,6.600000119760807e-07
1658292826.2130675,127399,6.600000119760807e-07
1658292969.6129832,127699,6.600000119760807e-07
1658294239.6919897,130349,6.600000119760807e-07
1658296140.19092,134299,6.600000119760807e-07
1658296260.5518823,134549,6.600000119760807e-07
1658296569.678173,135199,6.600000119760807e-07
1658297452.9568713,137049,6.600000119760807e-07
1658297791.8695788,137749,6.600000119760807e-07
1658298633.467087,139499,6.600000119760807e-07
1658300620.878634,143649,6.600000119760807e-07
1658301195.0615911,144849,6.600000119760807e-07
1658301768.5493145,146049,6.600000119760807e-07
1658302893.0316148,148399,6.600000119760807e-07
1658303081.7119896,148799,6.600000119760807e-07
1658303944.7746358,150599,6.600000119760807e-07
1658304406.6583333,151549,6.600000119760807e-07
1658304595.6982274,151949,6.600000119760807e-07
1658304671.1505349,152099,6.600000119760807e-07
1658306062.8174303,154999,6.600000119760807e-07
1658307542.351052,158099,6.600000119760807e-07
1658307928.3447645,158899,6.600000119760807e-07
1658308359.732964,159799,6.600000119760807e-07
1658308382.4847915,159849,6.600000119760807e-07
1658309199.8622997,161549,6.600000119760807e-07
1658309441.6323009,162049,6.600000119760807e-07
1658309509.5164678,162199,6.600000119760807e-07
1658309532.1927834,162249,6.600000119760807e-07
1658309584.9414213,162349,6.600000119760807e-07
1658309607.7883651,162399,6.600000119760807e-07
1658310205.205346,163649,6.600000119760807e-07
1658310999.6654725,165299,6.600000119760807e-07
1658311953.477255,167299,6.600000119760807e-07
1658312702.538129,168849,6.600000119760807e-07
1658313345.6931868,170199,6.600000119760807e-07
1658313466.9433308,170449,6.600000119760807e-07
1658313995.687831,171549,6.600000119760807e-07
1658314448.9528952,172499,6.600000119760807e-07
1658314811.6658173,173249,6.600000119760807e-07
1658315198.0384758,174049,6.600000119760807e-07
1658315886.0927134,175499,6.600000119760807e-07
1658315961.601005,175649,6.600000119760807e-07
1658316559.8748965,176899,6.600000119760807e-07
1658318071.837857,180049,6.600000119760807e-07
1658318503.4001753,180949,6.600000119760807e-07
1658318548.8215237,181049,6.600000119760807e-07
1658318601.6763275,181149,6.600000119760807e-07
1658318745.3994875,181449,6.600000119760807e-07
1658319418.2310343,182849,6.600000119760807e-07
1658319752.650073,183549,6.600000119760807e-07
1658321098.5835578,186349,6.600000119760807e-07
1658321189.5347724,186549,6.600000119760807e-07
1658321454.439695,187099,6.600000119760807e-07
1658322703.0785787,189699,6.600000119760807e-07
1658323211.5060937,190749,6.600000119760807e-07
1658323324.9107282,190999,6.600000119760807e-07
1658323377.5418541,191099,6.600000119760807e-07
1658323611.8464894,191599,6.600000119760807e-07
1658324406.8668518,193249,6.600000119760807e-07
1658324694.4369786,193849,6.600000119760807e-07
1658325943.6318076,196449,6.600000119760807e-07
