Wall time,Step,Value
1658232152.113516,949,4198.22265625
1658232728.3167436,2149,3592.005126953125
1658232796.3716714,2299,3595.35009765625
1658233062.027652,2849,3320.116455078125
1658233425.7308054,3599,3292.256591796875
1658233979.8929262,4749,3708.12939453125
1658235448.8864484,7799,3357.87939453125
1658235524.8617432,7949,3313.29638671875
1658235736.8547692,8399,3149.337158203125
1658237228.8827827,11499,3450.60595703125
1658237350.2991757,11749,3238.678955078125
1658237852.3131192,12799,3124.409423828125
1658238140.940887,13399,3383.794677734375
1658238284.2724648,13699,3288.050048828125
1658239126.8184574,15449,2841.388427734375
1658239179.6717522,15549,3494.3564453125
1658239368.8482406,15949,3119.10791015625
1658240066.170114,17399,2884.319580078125
1658240541.4576886,18399,3369.376953125
1658241844.5249317,21099,2624.380859375
1658242346.51879,22149,3602.97021484375
1658242778.5313227,23049,2970.520263671875
1658243120.6128738,23749,2981.28955078125
1658244603.293819,26849,3172.38330078125
1658245255.7751045,28199,3072.44873046875
1658245633.9452152,28999,3202.981201171875
1658245809.671018,29349,2998.633544921875
1658245832.4171374,29399,3813.220458984375
1658246618.6685302,31049,3345.4111328125
1658246960.0825016,31749,3342.384033203125
1658247270.9323952,32399,3366.71435546875
1658247603.4282405,33099,3284.309326171875
1658247846.0112793,33599,3135.1640625
1658248881.99155,35749,3392.56591796875
1658249071.5772061,36149,3646.164306640625
1658249261.3154414,36549,2982.09423828125
1658250102.5795279,38299,3343.614013671875
1658250200.679133,38499,3649.4775390625
1658250246.0024898,38599,3586.071533203125
1658250586.4109163,39299,2946.07080078125
1658250632.1103187,39399,3351.364501953125
1658250798.2064857,39749,3078.115478515625
1658250994.34362,40149,3346.850830078125
1658251137.8522975,40449,3588.410888671875
1658251802.6174674,41849,2992.50830078125
1658254417.591285,47299,3399.949462890625
1658254825.7122102,48149,3259.034912109375
1658255037.503881,48599,3295.140625
1658255067.355394,48649,3259.04296875
1658255210.7431235,48949,3204.7099609375
1658255354.2154775,49249,3137.92041015625
1658255784.9438052,50149,3075.2099609375
1658255853.2687738,50299,3229.61083984375
1658256072.8425014,50749,3344.468017578125
1658257245.2601159,53199,3206.496826171875
1658257321.060469,53349,3840.59033203125
1658257465.072702,53649,3239.91796875
1658257608.6445637,53949,2778.96728515625
1658257963.5366223,54699,3133.8828125
1658258106.8391168,54999,2952.5
1658258227.2404168,55249,3138.457275390625
1658259475.0472157,57849,2945.119873046875
1658259595.8545384,58099,2896.828125
1658259618.7283397,58149,3262.295166015625
1658260050.9886076,59049,3459.84423828125
1658260361.3661592,59699,3759.372314453125
1658261585.8243399,62249,3394.27001953125
1658261994.6827545,63099,3606.973876953125
1658263308.3573394,65849,2839.736328125
1658263385.4582448,65999,2970.641845703125
1658263717.931065,66699,3246.201416015625
1658263815.9156702,66899,2769.6865234375
1658264964.5863187,69299,3687.93994140625
1658265131.076082,69649,2969.677978515625
1658265659.9289956,70749,3374.025146484375
1658265947.6187603,71349,3257.915283203125
1658266189.7528775,71849,4110.3759765625
1658266909.4524891,73349,3560.03125
1658267173.8449345,73899,3554.43359375
1658267362.9737642,74299,3472.2998046875
1658267506.3938942,74599,3602.3642578125
1658268277.9012413,76199,2898.93896484375
1658268971.8898375,77649,3218.45947265625
1658269349.7448575,78449,3442.191162109375
1658269734.6734219,79249,3055.324462890625
1658269832.7599676,79449,3436.968994140625
1658270240.7548592,80299,3135.032470703125
1658271080.532063,82049,2958.451171875
1658272086.5665598,84149,2919.17822265625
1658272298.6796234,84599,3629.7568359375
1658272562.821595,85149,3273.193359375
1658272729.5196548,85499,3019.462646484375
1658272948.2091565,85949,3529.59765625
1658273281.4954154,86649,3378.038330078125
1658273334.527676,86749,3342.6796875
1658273402.9051838,86899,3438.5771484375
1658274463.282561,89099,3076.7607421875
1658275536.982003,91349,3782.322021484375
1658275967.5295262,92249,3503.0595703125
1658276186.7869666,92699,3274.57470703125
1658276496.3308342,93349,3518.6474609375
1658276571.6169827,93499,3356.552001953125
1658276760.698433,93899,3060.490234375
1658277722.7605052,95899,2915.823974609375
1658278131.1374905,96749,3264.507568359375
1658278365.1765702,97249,3988.638427734375
1658278440.7006438,97399,3390.511962890625
1658278916.2688649,98399,3323.5400390625
1658279731.5137537,100099,3279.80419921875
1658280017.754515,100699,3400.968505859375
1658280569.5471783,101849,3116.662109375
1658281455.5924628,103699,3205.2607421875
1658281531.241517,103849,3370.174072265625
1658281554.0384235,103899,3788.493408203125
1658281742.7608016,104299,3748.372314453125
1658281841.1630278,104499,3159.162353515625
1658282007.4656563,104849,3422.7587890625
1658283276.9846406,107499,3705.935302734375
1658283450.446356,107849,3198.765380859375
1658283662.4737773,108299,3009.729736328125
1658284191.878479,109399,3250.328125
1658284290.4163713,109599,3156.198486328125
1658284481.2561312,109999,3697.333251953125
1658284670.8538413,110399,3057.798828125
1658284769.427719,110599,3482.662109375
1658285246.2548053,111599,3155.61328125
1658285366.6621153,111849,3709.22705078125
1658285389.333968,111899,3535.088134765625
1658285510.0750022,112149,3578.691162109375
1658285873.2361057,112899,3117.728515625
1658285994.1928582,113149,3380.523193359375
1658286448.560447,114099,3100.8017578125
1658286833.0279953,114899,3254.172119140625
